,,,,,,,,,
,,,,,,,,,
,No,Data,Sumber,Tokenisasi, Stopword Removal,Stemming,Hasil Preprocessing,,Keyword = Imunisasi Balita
,40,"Faktor Risiko Campak:
❌ Belum/tidak imunisasi
❌ Anak balita & bayi
❌ Gizi buruk/malnutrisi
❌ Daya tahan tubuh lemah (HIV, kanker, dll)
Kelompok ini paling rentan tertular & mengalami komplikasi berat.",X.com,"faktor, risiko, campak, belum, tidak, imunisasi, anak, balita, bayi, gizi, buruk, malnutrisi, daya, tahan, tubuh, lemah, hiv, kanker, dll, kelompok, ini, paling, rentan, tertular, mengalami, komplikasi, berat","faktor, risiko, campak, imunisasi, anak, balita, bayi, gizi, buruk, malnutrisi, daya, tahan, tubuh, lemah, hiv, kanker, dll, kelompok, rentan, tertular, mengalami, komplikasi, berat","faktor, risiko, campak, imunisas, anak, balita, bayi, gizi, buruk, malnutris, daya, tahan, tubuh, lemah, hiv, kanker, dll, lompok, rent, tular, tgalam, komplikas, berat",faktor risiko campak imunisas anak balita bayi gizi buruk malnutris daya tahan tubuh lemah hiv kanker dll lompok rent tular tgalam komplikas berat,,
,41,"Ati2 skrg bnyak kasus habis imunisasi, balita tambah ngedrop bhkn meninggal. Jk dl kasus kipi ini sedikit atau bhkan tk terlaporkan jk ada. Hny sj knp skrg seolah marak?? Ada bnyk faktor, salah satunya si cairan surga itu udh gk sama isinya dg yg sebelumnya. Lebih ganas? Maybe!",X.com,"ati, skrg, bnyak, kasus, habis, imunisasi, balita, tambah, ngedrop, bhkn, meninggal, jk, dl, kasus, kipi, ini, sedikit, atau, bhkan, tk, terlaporkan, jk, ada, hny, sj, knp, skrg, seolah, marak, ada, bnyk, faktor, salah, satunya, si, cairan, surga, itu, udh, gk, sama, isinya, dg, yg, sebelumnya, lebih, ganas, maybe","ati, skrg, bnyak, habis, imunisasi, balita, ngedrop, bhkn, meninggal, jk, dl, kipi, bhkan, tk, terlaporkan, jk, hny, sj, knp, skrg, marak, bnyk, faktor, salah, satunya, si, cairan, surga, isinya, ganas, maybe","ati, skrg, bnyak, habis, imunisas, balita, ngedrop, bhkn, tinggal, jk, dl, kipi, bhkan, tk, lapor, jk, hny, sj, knp, skrg, marak, bnyk, faktor, sa, satu, si, cair, surga, isi, ganas, maybe",ati skrg bnyak habis imunisas balita ngedrop bhkn tinggal jk dl kipi bhkan tk lapor jk hny sj knp skrg marak bnyk faktor sa satu si cair surga isi ganas maybe,,
,42,Campak bukan masalah sepele. Puan Maharani dorong pemerintah evaluasi cakupan imunisasi yang mulai kendor. Balita dan orang dewasa jadi taruhannya. Mari kawal bareng-bareng! 🩺📢,X.com,"campak, bukan, masalah, sepele, puan, maharani, dorong, pemerintah, evaluasi, cakupan, imunisasi, yang, mulai, kendor, balita, dan, orang, dewasa, jadi, taruhannya, mari, kawal, bareng, bareng","campak, sepele, puan, maharani, dorong, pemerintah, evaluasi, cakupan, imunisasi, kendor, balita, orang, dewasa, taruhannya, mari, kawal, bareng, bareng","campak, pele, puan, maharan, dorong, perin, evaluas, cakup, imunisas, ndor, balita, orang, dewasa, taruh, mari, kawal, bareng, bareng",campak pele puan maharan dorong perin evaluas cakup imunisas ndor balita orang dewasa taruh mari kawal bareng bareng,,
,43,"Pemerintah dapat ""Suntikan"" dari kacung WHO lalu menjadikan rakyat bahan uji coba vaksin TBC menurutmu urgen gitu?

Lha terus Imunisasi ""BCG"" pada balita itu apa gunanya?

Kemenkes,IDI gak becus kerja, otaknya cuma cuan dan cuan

Negara mandiri: ""Ndasmu""",X.com,"pemerintah, dapat, suntikan, dari, kacung, who, lalu, menjadikan, rakyat, bahan, uji, coba, vaksin, tbc, menurutmu, urgen, gitu, lha, terus, imunisasi, bcg, pada, balita, itu, apa, gunanya, kemenkes, idi, gak, becus, kerja, otaknya, cuma, cuan, dan, cuan, negara, mandiri, ndasmu","pemerintah, suntikan, kacung, who, menjadikan, rakyat, bahan, uji, coba, vaksin, tbc, menurutmu, urgen, gitu, lha, imunisasi, bcg, balita, gunanya, kemenkes, idi, becus, kerja, otaknya, cuan, cuan, negara, mandiri, ndasmu","perin, sunti, kacung, who, jadi, rakyat, bahan, uji, coba, vaksin, tbc, turut, urgen, gitu, lha, imunisas, bcg, balita, guna, menkes, idi, cus, rja, otak, cuan, cuan, negara, mandir, ndas",perin sunti kacung who jadi rakyat bahan uji coba vaksin tbc turut urgen gitu lha imunisas bcg balita guna menkes idi cus rja otak cuan cuan negara mandir ndas,,
,44,"makin hari makin banyak orang yg ga kb krn ikutnya pengajian yg spesial. di sini udah banyak yg gamau kb + anti imunisasi krn alasan agama, korbannya? ibu dan anak.  anaknya pada stunting, ibunya stres sampe tua masih disuruh ngurus balita. fyi di sini ada yg sampe punya 7 anak.",X.com,"makin, hari, makin, banyak, orang, yg, ga, kb, krn, ikutnya, pengajian, yg, spesial, di, sini, udah, banyak, yg, gamau, kb, anti, imunisasi, krn, alasan, agama, korbannya, ibu, dan, anak, anaknya, pada, stunting, ibunya, stres, sampe, tua, masih, disuruh, ngurus, balita, fyi, di, sini, ada, yg, sampe, punya, anak","orang, kb, ikutnya, pengajian, spesial, gamau, kb, anti, imunisasi, alasan, agama, korbannya, anak, anaknya, stunting, ibunya, stres, sampe, tua, disuruh, ngurus, balita, fyi, sampe, anak","orang, kb, ikut, tgaji, spesial, gamau, kb, anti, imunisas, alas, agama, korb, anak, anak, stunting, ibu, stres, sampe, tua, suruh, ngurus, balita, fyi, sampe, anak",orang kb ikut tgaji spesial gamau kb anti imunisas alas agama korb anak anak stunting ibu stres sampe tua suruh ngurus balita fyi sampe anak,,
,45,"selama ikut SSGI aku jadi tahu kondisi gizi balita & jalannya kebijakan gizi di Indo. masih banyak dijumpai balita gizi kurang & stunting yg belum dpt makanan tambahan, sanitasi buruk, ortu belum paham ttg pola asuh, balita blm imunisasi, bahkan ahli gizinya pun masih kurang",X.com,"selama, ikut, ssgi, aku, jadi, tahu, kondisi, gizi, balita, jalannya, kebijakan, gizi, di, indo, masih, banyak, dijumpai, balita, gizi, kurang, stunting, yg, belum, dpt, makanan, tambahan, sanitasi, buruk, ortu, belum, paham, ttg, pola, asuh, balita, blm, imunisasi, bahkan, ahli, gizinya, pun, masih, kurang","ssgi, kondisi, gizi, balita, jalannya, kebijakan, gizi, indo, dijumpai, balita, gizi, stunting, dpt, makanan, tambahan, sanitasi, buruk, ortu, paham, ttg, pola, asuh, balita, blm, imunisasi, ahli, gizinya","	ssgi, kondis, gizi, balita, jalan, bija, gizi, indo, jumpa, balita, gizi, stunting, dpt, makan, tambah, sanitas, buruk, ortu, paham, ttg, pola, asuh, balita, blm, imunisas, ahli, gizi",ssgi kondis gizi balita jalan bija gizi indo jumpa balita gizi stunting dpt makan tambah sanitas buruk ortu paham ttg pola asuh balita blm imunisas ahli gizi,,
,46,"Kemarin pas imunisasi, bener sih dilakukan di ruangan terbuka tapiiiiii ada bapak2 yg ngerokok dan nakesnya pada diem semua, itu ruangan isinya balita dan bayi2 tapi bapak2 itu dengan santainya ngerokok, lebih parahnya lagi gk ditegur pula sama nakes di situ 🙃",X.com,"kemarin, pas, imunisasi, bener, sih, dilakukan, di, ruangan, terbuka, tapiiiiii, ada, bapak, yg, ngerokok, dan, nakesnya, pada, diem, semua, itu, ruangan, isinya, balita, dan, bayi, tapi, bapak, itu, dengan, santainya, ngerokok, lebih, parahnya, lagi, gk, ditegur, pula, sama, nakes, di, situ","kemarin, pas, imunisasi, bener, ruangan, terbuka, tapiiiiii, ngerokok, nakesnya, diem, ruangan, isinya, balita, bayi, santainya, ngerokok, parahnya, ditegur, nakes, situ","marin, pas, imunisas, ner, ruang, buka, tapiiiii, ngerokok, nakes, diem, ruang, isi, balita, bayi, santa, ngerokok, parah, tegur, nakes, situ",marin pas imunisas ner ruang buka tapiiiii ngerokok nakes diem ruang isi balita bayi santa ngerokok parah tegur nakes situ,,
,47,"Posyandu itu gunanya banyak sekali kak. Salah satunya membantu org tua memonitor kesehatan balita, termasuk berat badan, imunisasi. Gak buang2 anggaran. Posyandu tuh udh bagus. Yg jd masalah, banyak keluarga anak wasting & stunting yg stelah digali, emg sulit dapat bahan makanan",X.com,"posyandu, itu, gunanya, banyak, sekali, kak, salah, satunya, membantu, org, tua, memonitor, kesehatan, balita, termasuk, berat, badan, imunisasi, gak, buang, anggaran, posyandu, tuh, udh, bagus, yg, jd, masalah, banyak, keluarga, anak, wasting, stunting, yg, stelah, digali, emg, sulit, dapat, bahan, makanan","posyandu, gunanya, kak, salah, satunya, membantu, tua, memonitor, kesehatan, balita, berat, badan, imunisasi, buang, anggaran, posyandu, tuh, bagus, jd, keluarga, anak, wasting, stunting, stelah, digali, sulit, bahan, makanan","posyandu, guna, kak, sa, satu, bantu, tua, ponitor, sehat, balita, berat, badan, imunisas, buang, anggar, posyandu, tuh, bagus, jd, luarga, anak, wasting, stunting, ste, gal, sulit, bahan, makan",posyandu guna kak sa satu bantu tua ponitor sehat balita berat badan imunisas buang anggar posyandu tuh bagus jd luarga anak wasting stunting ste gal sulit bahan makan,,
,48,"Rata-rata anak yang tidak mendapat imunisasi, itu kekebalan tubuhnya memang kurang. Ah gapapa kok, anaknya sehat tapi apa kamu tahu? Di Indonesia muncul kembali kasus polio baru? Belum lagi campak? Diare? Diare sekarang kalau menyerang bayi dan balita bisa fatal.",X.com,"rata, rata, anak, yang, tidak, mendapat, imunisasi, itu, kekebalan, tubuhnya, memang, kurang, ah, gapapa, kok, anaknya, sehat, tapi, apa, kamu, tahu, di, indonesia, muncul, kembali, kasus, polio, baru, belum, lagi, campak, diare, diare, sekarang, kalau, menyerang, bayi, dan, balita, bisa, fatal","anak, imunisasi, kekebalan, tubuhnya, ah, gapapa, anaknya, sehat, indonesia, muncul, polio, campak, diare, diare, menyerang, bayi, balita, fatal","anak, imunisas, kebal, tubuh, ah, gapapa, anak, hat, indonesia, muncul, polio, campak, are, are, tyerang, bayi, balita, fatal",anak imunisas kebal tubuh ah gapapa anak hat indonesia muncul polio campak are are tyerang bayi balita fatal,,
,49,"Dulu tetanggaku ada yg bgini, dia ikut aliran yg apa2 bid'ah gitu jd gk mau imunisasi. Selang beberapa tahun dr 3 anaknya yg mati 2 sisa 1 yg idup, pas di cek sakitnya udh komplilasi pdhl msh balita dan batita, yg bertahan cmn yg msh SD.",X.com,"dulu, tetanggaku, ada, yg, bgini, dia, ikut, aliran, yg, apa, bid, ah, gitu, jd, gk, mau, imunisasi, selang, beberapa, tahun, dr, anaknya, yg, mati, sisa, yg, idup, pas, di, cek, sakitnya, udh, komplilasi, pdhl, msh, balita, dan, batita, yg, bertahan, cmn, yg, msh, sd","tetanggaku, bgini, aliran, bid, ah, gitu, jd, imunisasi, selang, anaknya, mati, sisa, idup, pas, cek, sakitnya, komplilasi, pdhl, msh, balita, batita, bertahan, cmn, msh, sd","tetangga, bgin, alir, bid, ah, gitu, jd, imunisas, lang, anak, mati, sisa, idup, pas, cek, sakit, komplilas, pdhl, msh, balita, batita, tah, cmn, msh, sd",tetangga bgin alir bid ah gitu jd imunisas lang anak mati sisa idup pas cek sakit komplilas pdhl msh balita batita tah cmn msh sd,,
,50,buset segitu pentingnya imunisasi buat balita masih ada orang tua gapunya otak kayak gini. pentingnya naikin kapasitas otak dulu biar bisa mikir baru kesanggupam menikah. semoga dedeknya sehat terus kedepannya makin pinter lebih dri ortunya.,X.com,"buset, segitu, pentingnya, imunisasi, buat, balita, masih, ada, orang, tua, gapunya, otak, kayak, gini, pentingnya, naikin, kapasitas, otak, dulu, biar, bisa, mikir, baru, kesanggupam, menikah, semoga, dedeknya, sehat, terus, kedepannya, makin, pinter, lebih, dri, ortunya","buset, segitu, imunisasi, balita, orang, tua, gapunya, otak, kayak, gini, naikin, kapasitas, otak, biar, mikir, kesanggupam, menikah, semoga, dedeknya, sehat, kedepannya, pinter, dri, ortunya","buset, gitu, imunisas, balita, orang, tua, gapu, otak, kayak, gini, naikin, kapasitas, otak, biar, mikir, sanggupam, meni, moga, dedek, hat, dep, pinter, dri, ortu",buset gitu imunisas balita orang tua gapu otak kayak gini naikin kapasitas otak biar mikir sanggupam meni moga dedek hat dep pinter dri ortu,,
